0|iata_code|1|name_eng|2|city_rus|3|country_rus
CRL|CRL|Charleroi Brussels South|Charleroi Brussels South|Брюссель|Брюссель|Бельгия|Бельгия
CRM|CRM|National|National|Катарман|Катарман|Филиппины|Филиппины
CRN|CRN|Cromarty|Cromarty|Кромарти|Кромарти|Великобритания|Великобритания
CRO|CRO|Corcoran|Corcoran|||США|США
CRP|CRP|Corpus Christi International Airport|Corpus Christi International Airport|||США|США
CRQ|CRQ|Caravelas|Caravelas|Каравелас|Каравелас|Бразилия|Бразилия
CRR|CRR|Ceres|Ceres|Керес|Керес|Аргентина|Аргентина
CRS|CRS|Corsicana|Corsicana|||США|США
CRT|CRT|Municipal|Municipal|||США|США
CRU|CRU|Carriacou Is|Carriacou Is|||Сент-Винсент и Гренадины|Сент-Винсент и Гренадины
CRV|CRV|Crotone|Crotone|Кротон|Кротон|Италия|Италия
CRW|CRW|Yeager|Yeager|||США|США
CRX|CRX|Roscoe Turner|Roscoe Turner|Коринт|Коринт|США|США
CRY|CRY|Carlton Hill|Carlton Hill|||Австралия|Австралия
CRZ|CRZ|Turkmenabad|Turkmenabad|||Туркменистан|Туркменистан
CSA|CSA|Isle Of Colonsay|Isle Of Colonsay|||Великобритания|Великобритания
CSB|CSB|Caransebes|Caransebes|Карансебеш|Карансебеш|Румыния|Румыния
CSC|CSC|Canas|Canas|Канас|Канас|Коста-Рика|Коста-Рика
CSD|CSD|Cresswell Downs|Cresswell Downs|||Австралия|Австралия
CSE|CSE|Crested Butte|Crested Butte|||США|США
CSF|CSF|Creil|Creil|||Франция|Франция
CSH|CSH|Solovky|Solovky|Соловецкий|Соловецкий|Россия|Россия
CSI|CSI|David|David|Феникс|Феникс|США|США
CSJ|CSJ|Cape St Jacques|Cape St Jacques|||Вьетнам|Вьетнам
CSK|CSK|Cap Skirring|Cap Skirring|Кеп-Скирринг|Кеп-Скирринг|Сенегал|Сенегал
CSM|CSM|Sherman|Sherman|||США|США
CSN|CSN|Carson City|Carson City|||США|США
CSO|CSO|Cochstedt|Cochstedt|||Германия|Германия
CSP|CSP|Coast Guard Heliport|Coast Guard Heliport|||Канада|Канада
CSQ|CSQ|Municipal|Municipal|||США|США
CSR|CSR|Casuarito|Casuarito|Касуарито|Касуарито|Колумбия|Колумбия
CSS|CSS|Cassilandia|Cassilandia|||Бразилия|Бразилия
CST|CST|Castaway|Castaway|Кастэвей|Кастэвей|Фиджи|Фиджи
CSU|CSU|Santa Cruz Do Sul|Santa Cruz Do Sul|||Бразилия|Бразилия
CSV|CSV|Memorial|Memorial|||США|США
CSW|CSW|Colorado do Oeste|Colorado do Oeste|||Бразилия|Бразилия
CSX|CSX|Changsha|Changsha|Чанша|Чанша|Китай|Китай
CSY|CSY|Cheboksary|Cheboksary|Чебоксары|Чебоксары|Россия|Россия
CSZ|CSZ|Brig D Hector Eduardo Ruiz|Brig D Hector Eduardo Ruiz|||Аргентина|Аргентина
CTA|CTA|Fontanarossa|Fontanarossa|Катания|Катания|Италия|Италия
CTB|CTB|Cut Bank|Cut Bank|||США|США
CTC|CTC|Catamarca|Catamarca|Катамарка|Катамарка|Аргентина|Аргентина
CTD|CTD|Chitre|Chitre|||Панама|Панама
CTE|CTE|Carti|Carti|Карти|Карти|Панама|Панама
CTF|CTF|Coatepeque Airport|Coatepeque Airport|||Гватемала|Гватемала
CTG|CTG|Rafael Nunez|Rafael Nunez|Картегена|Картегена|Колумбия|Колумбия
CTH|CTH|Chestercounty Carlson|Chestercounty Carlson|||США|США
CTI|CTI|Cuito Cuanavale|Cuito Cuanavale|Куито|Куито|Ангола|Ангола
CTK|CTK|Canton|Canton|||США|США
CTL|CTL|Charleville|Charleville|||Австралия|Австралия
CTM|CTM|Chetumal|Chetumal|Четумал|Четумал|Белиз|Белиз
CTN|CTN|Cooktown|Cooktown|Куктаун|Куктаун|Австралия|Австралия
CTO|CTO|Peconic River|Peconic River|||США|США
CTP|CTP|Carutapera|Carutapera|||Бразилия|Бразилия
CTQ|CTQ|Do Palmar|Do Palmar|||Бразилия|Бразилия
CTR|CTR|Cattle Creek|Cattle Creek|Кэттл-Крик|Кэттл-Крик|Австралия|Австралия
CTS|CTS|New Chitose Airport|New Chitose Airport|Саппоро|Саппоро|Япония|Япония
CTT|CTT|Le Castellet|Le Castellet|Ле-Кастейе|Ле-Кастейе|Франция|Франция
CTU|CTU|Shuangliu|Shuangliu|Ченгду|Ченгду|Китай|Китай
CTW|CTW|Cottonwood|Cottonwood|||США|США
CTX|CTX|Cortland|Cortland|||США|США
CTY|CTY|Cross City|Cross City|||США|США
CTZ|CTZ|Sampson County|Sampson County|||США|США
CUA|CUA|Ciudad Constitucion|Ciudad Constitucion|Сиудад-Конститусьон|Сиудад-Конститусьон|Мексика|Мексика
CUB|CUB|Owens Field|Owens Field|Колумбия|Колумбия|США|США
CUC|CUC|Camilo Dazo|Camilo Dazo|||Колумбия|Колумбия
CUD|CUD|Caloundra|Caloundra|Калундра|Калундра|Австралия|Австралия
CUE|CUE|Cuenca|Cuenca|Куенка|Куенка|Эквадор|Эквадор
CUF|CUF|Levaldigi|Levaldigi|Кунео|Кунео|Италия|Италия
CUG|CUG|Cudal|Cudal|||Австралия|Австралия
CUH|CUH|Municipal|Municipal|||США|США
CUI|CUI|Currillo|Currillo|Куррилло|Куррилло|Колумбия|Колумбия
CUJ|CUJ|Culion|Culion|Кулион|Кулион|Филиппины|Филиппины
CUK|CUK|Caye Caulker|Caye Caulker|||Белиз|Белиз
CUL|CUL|Fedl De Bachigualato|Fedl De Bachigualato|||Мексика|Мексика
CUM|CUM|Cumana|Cumana|Кумана|Кумана|Венесуэла|Венесуэла
CUN|CUN|Cancъn International|Cancъn International|Канкун|Канкун|Мексика|Мексика
CUO|CUO|Caruru|Caruru|Каруру|Каруру|Колумбия|Колумбия
CUP|CUP|Carupano|Carupano|Карупано|Карупано|Венесуэла|Венесуэла
CUQ|CUQ|Coen|Coen|||Австралия|Австралия
CUR|CUR|Hato International Airport|Hato International Airport|||Нидерландские Антильские острова|Нидерландские Антильские острова
CUS|CUS|Municipal|Municipal|||США|США
CUT|CUT|Cutral|Cutral|||Аргентина|Аргентина
CUU|CUU|Gen Fierro Villalobos|Gen Fierro Villalobos|Чихуахуа|Чихуахуа|Мексика|Мексика
CUV|CUV|Casigua|Casigua|||Венесуэла|Венесуэла
CUW|CUW|Cube Cove|Cube Cove|||США|США
CUX|CUX|Cuddihy Field|Cuddihy Field|Корпус Кристи|Корпус Кристи|США|США
CUY|CUY|Cue|Cue|||Австралия|Австралия
CUZ|CUZ|Velazco Astete|Velazco Astete|Куско|Куско|Перу|Перу
CVA|CVA|Civic Ar Heli|Civic Ar Heli|Питтсборо|Питтсборо|США|США
CVB|CVB|Chungribu|Chungribu|||Папуа - Новая Гвинея|Папуа - Новая Гвинея
CVC|CVC|Cleve|Cleve|||Австралия|Австралия
CVE|CVE|Covenas|Covenas|Ковенас|Ковенас|Колумбия|Колумбия
CVF|CVF|Courchevel|Courchevel|Куршевель|Куршевель|Франция|Франция
CVG|CVG|Cincinnati/northern Kentucky|Cincinnati/northern Kentucky|||США|США
CVH|CVH|Caviahue|Caviahue|Кавиахуэ|Кавиахуэ|Аргентина|Аргентина
CVI|CVI|Caleta Olivia|Caleta Olivia|Калета-Оливия|Калета-Оливия|Аргентина|Аргентина
CVJ|CVJ|General Mariano Matamoros Airport|General Mariano Matamoros Airport|Куернавака|Куернавака|Мексика|Мексика
CVL|CVL|Cape Vogel|Cape Vogel|Кейп-Вогель|Кейп-Вогель|Папуа - Новая Гвинея|Папуа - Новая Гвинея
CVM|CVM|Ciudad Victoria|Ciudad Victoria|Сиудад-Виктория|Сиудад-Виктория|Мексика|Мексика
CVN|CVN|Municipal|Municipal|||США|США
CVO|CVO|Albany|Albany|Олбани|Олбани|США|США
CVQ|CVQ|Carnarvon|Carnarvon|||Австралия|Австралия
CVR|CVR|Hughes|Hughes|||США|США
CVS|CVS|Cannon AFB|Cannon AFB|||США|США
CVT|CVT|West Midlands International|West Midlands International|||Великобритания|Великобритания
CVU|CVU|Corvo Island|Corvo Island|||Португалия|Португалия
CWA|CWA|Central Wisconsin|Central Wisconsin|||США|США
CWB|CWB|Afonso Pena International Airport|Afonso Pena International Airport|Куритиба|Куритиба|Бразилия|Бразилия
CWC|CWC|Chernovtsy|Chernovtsy|Черновцы|Черновцы|Украина|Украина
CWG|CWG|Callaway Gardens|Callaway Gardens|||США|США
CWI|CWI|Clinton|Clinton|||США|США
CWL|CWL|Cardiff-wales Arpt|Cardiff-wales Arpt|||Великобритания|Великобритания
CWO|CWO|Ft Wolter AAF|Ft Wolter AAF|||Индонезия|Индонезия
CWP|CWP|Campbellpore|Campbellpore|Кампбеллпур|Кампбеллпур|Пакистан|Пакистан
CWR|CWR|Cowarie|Cowarie|||Австралия|Австралия
CWS|CWS|Center Island|Center Island|||Китай|Китай
CWT|CWT|Cowra|Cowra|||Австралия|Австралия
CWW|CWW|Corowa|Corowa|||Австралия|Австралия
CXA|CXA|Caicara Del Orinoco|Caicara Del Orinoco|||Венесуэла|Венесуэла
CXC|CXC|Chitina Arpt|Chitina Arpt|||США|США
CXF|CXF|Coldfoot|Coldfoot|||США|США
CXH|CXH|Coal Harbour|Coal Harbour|Ванкувер|Ванкувер|Канада|Канада
CXI|CXI|Cassidy International Airport|Cassidy International Airport|||Кирибати|Кирибати
CXJ|CXJ|Campo Dos Bugres|Campo Dos Bugres|Касьяс ду Суль|Касьяс ду Суль|Бразилия|Бразилия
CXL|CXL|International|International|||США|США
CXN|CXN|Candala|Candala|Кандала|Кандала|Сомали|Сомали
CXO|CXO|Montgomery Co|Montgomery Co|||США|США
CXP|CXP|Tunggul Wulung|Tunggul Wulung|||Индонезия|Индонезия
CXQ|CXQ|Christmas Creek|Christmas Creek|||Австралия|Австралия
CXR|CXR|Nah Trang (No longer in operation)|Nah Trang (No longer in operation)|Нха Транг|Нха Транг|Вьетнам|Вьетнам
CXT|CXT|Charters Towers|Charters Towers|||Австралия|Австралия
CXY|CXY|Cat Cays|Cat Cays|||Багамские острова|Багамские острова
CYA|CYA|Les Cayes|Les Cayes|Лес-Кейес|Лес-Кейес|Гаити|Гаити
CYB|CYB|Gerrard-Smith|Gerrard-Smith|||Каймановы острова|Каймановы острова
CYC|CYC|Caye Chapel|Caye Chapel|Кайе-Чапел|Кайе-Чапел|Белиз|Белиз
CYE|CYE|Crystal Lake|Crystal Lake|||США|США
CYF|CYF|Chefornak SPB|Chefornak SPB|||США|США
CYG|CYG|Corryong|Corryong|||Австралия|Австралия
CYI|CYI|Chiayi|Chiayi|Чиайи|Чиайи|Тайвань|Тайвань
CYL|CYL|Coyoles|Coyoles|Койолес|Койолес|Гондурас|Гондурас
CYM|CYM|Chatham SPB|Chatham SPB|||Канада|Канада
CYO|CYO|Cayo Largo Del Sur|Cayo Largo Del Sur|Кайо Ларго Дель Сур|Кайо Ларго Дель Сур|Куба|Куба
CYP|CYP|Calbayog|Calbayog|Калбайог|Калбайог|Филиппины|Филиппины
CYR|CYR|Laguna De Los Patos|Laguna De Los Patos|Колония|Колония|Уругвай|Уругвай
CYS|CYS|Cheyenne|Cheyenne|Чейнни|Чейнни|США|США
CYT|CYT|Intermediate|Intermediate|||США|США
CYU|CYU|Cuyo|Cuyo|||Филиппины|Филиппины
CYX|CYX|Yakut|Yakut|Черский|Черский|Россия|Россия
CYZ|CYZ|Cauayan|Cauayan|Кауаян|Кауаян|Филиппины|Филиппины
CZA|CZA|Chichen Itza|Chichen Itza|Чинчен Ица|Чинчен Ица|Мексика|Мексика
CZB|CZB|Carlos Ruhl|Carlos Ruhl|||Бразилия|Бразилия
CZC|CZC|Copper Centre|Copper Centre|||Италия|Италия
CZE|CZE|Coro|Coro|Коро|Коро|Венесуэла|Венесуэла
CZF|CZF|Cape Romanzof|Cape Romanzof|||США|США
CZH|CZH|Corozal|Corozal|Корозал|Корозал|Белиз|Белиз
CZJ|CZJ|Corazon De Jesus|Corazon De Jesus|||Панама|Панама
CZK|CZK|Cascade Locks/Stevens|Cascade Locks/Stevens|||США|США
CZL|CZL|Ain El Bey|Ain El Bey|||Алжир|Алжир
CZM|CZM|Cozumel|Cozumel|Коцумел|Коцумел|Мексика|Мексика
CZN|CZN|Chisana Field|Chisana Field|||США|США
CZO|CZO|Chistochina|Chistochina|||США|США
CZP|CZP|Cape Pole|Cape Pole|||США|США
CZS|CZS|Intl. Airpt. Cruzeiro Do Sul|Intl. Airpt. Cruzeiro Do Sul|||Бразилия|Бразилия
CZT|CZT|Carrizo Springs|Carrizo Springs|||США|США
CZU|CZU|Corozal|Corozal|Корозал|Корозал|Колумбия|Колумбия
CZW|CZW|Czestochowa|Czestochowa|Щесточова|Щесточова|Польша|Польша
CZX|CZX|Changzhou|Changzhou|Чангзу|Чангзу|Китай|Китай
CZY|CZY|Cluny|Cluny|||Австралия|Австралия
CZZ|CZZ|Campo|Campo|||Гаити|Гаити
DAA|DAA|Davison AAF|Davison AAF|||США|США
DAB|DAB|Regional|Regional|Дайтона Бич|Дайтона Бич|США|США
DAC|DAC|Zia International|Zia International|||Бангладеш|Бангладеш
DAD|DAD|Da Nang|Da Nang|Да-Нанг|Да-Нанг|Вьетнам|Вьетнам
DAE|DAE|Daparizo|Daparizo|Дапаризо|Дапаризо|Индия|Индия
DAF|DAF|Daup|Daup|Доп|Доп|Папуа - Новая Гвинея|Папуа - Новая Гвинея
DAG|DAG|Barstow-Daggett|Barstow-Daggett|||США|США
DAH|DAH|Dathina|Dathina|Датина|Датина|Йемен|Йемен
DAI|DAI|Darjeeling|Darjeeling|Дарцзилин|Дарцзилин|Индия|Индия
DAJ|DAJ|Dauan Island|Dauan Island|||Австралия|Австралия
DAK|DAK|Dakhla|Dakhla|||Египет|Египет
DAL|DAL|Love Field|Love Field|Даллас|Даллас|США|США
DAM|DAM|International|International|Дамаск|Дамаск|Сирия|Сирия
DAN|DAN|Municipal|Municipal|||США|США
DAO|DAO|Dabo|Dabo|||Эритрея|Эритрея
DAP|DAP|Darchula|Darchula|Дарчула|Дарчула|Непал|Непал
DAR|DAR|International|International|||Танзания|Танзания
DAS|DAS|Great Bear Lake|Great Bear Lake|||Канада|Канада
DAT|DAT|Datong|Datong|Датонг|Датонг|Китай|Китай
DAU|DAU|Daru|Daru|Дару|Дару|Папуа - Новая Гвинея|Папуа - Новая Гвинея
DAV|DAV|Enrique Malek|Enrique Malek|Давид|Давид|Панама|Панама
DAX|DAX|Daxian|Daxian|Дэцзян|Дэцзян|Китай|Китай
DAY|DAY|James Cox Dayton Intl|James Cox Dayton Intl|||США|США
DAZ|DAZ|Darwaz|Darwaz|Дарваз|Дарваз|Афганистан|Афганистан
DBA|DBA|Dalbandin|Dalbandin|Далбандин|Далбандин|Пакистан|Пакистан
DBB|DBB|Alalamain Intl.|Alalamain Intl.|||Египет|Египет
DBD|DBD|Dhanbad|Dhanbad|Дханбад|Дханбад|Индия|Индия
DBM|DBM|Debra Marcos|Debra Marcos|Дебра-Маркос|Дебра-Маркос|Эфиопия|Эфиопия
DBN|DBN|Municipal|Municipal|Дублин|Дублин|США|США
DBO|DBO|Dubbo|Dubbo|Дуббо|Дуббо|Австралия|Австралия
DBP|DBP|Debepare|Debepare|||Папуа - Новая Гвинея|Папуа - Новая Гвинея
DBQ|DBQ|Municipal|Municipal|Дюбюк|Дюбюк|США|США
DBS|DBS|Dubois|Dubois|||США|США
DBT|DBT|Debra Tabor|Debra Tabor|Дебра-Табор|Дебра-Табор|Эфиопия|Эфиопия
DBU|DBU|Dambulu Oya Tank|Dambulu Oya Tank|||Мозамбик|Мозамбик
DBV|DBV|Dubrovnik|Dubrovnik|Дубровник|Дубровник|Хорватия|Хорватия
DBY|DBY|Dalby|Dalby|||Австралия|Австралия
DCA|DCA|Reagan Washington National|Reagan Washington National|||США|США
